codigo_comuna,nombre_comuna,pop_total,pop_chilean,pop_foreign,pct_foreign,median_age_chilean,median_age_foreign,mean_schooling_chilean,mean_schooling_foreign,emp_rate_chilean,emp_rate_foreign,dependency_ratio
13105,El Bosque,155257,143714,10652,6.860882279059881,37.0,31.0,10.971926269356342,12.114082741328875,58.93712654010893,71.02159953298307,0.49700131132366554
13116,Lo Espejo,87295,80266,6512,7.459762873016783,38.0,32.0,10.356598016781083,11.212395235994707,56.82800098970328,68.39474171449731,0.49762390845614096
13202,Pirque,29060,28398,442,1.5209910529938058,37.0,40.0,12.411691088282838,13.803814713896458,65.06849315068493,77.71587743732591,0.4813682010501096
13603,Isla de Maipo,39274,37775,1332,3.391556755105159,37.0,31.0,11.147838050314466,12.256438969764838,59.30163973103693,72.28915662650603,0.475634040954349
